"Park","EntityID","FacilityID","CustomerState","StartDate"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-08-23"
"SALMON RIVER (4 Rivers)","376","234622","WA","2017-08-23"
"SELWAY RIVER (4 Rivers)","378","234624","VA","2017-07-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-09-07"
"Dinosaur Green and Yampa River Permits","380","250014","AZ","2017-06-08"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2017-08-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-06-16"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-26"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-04"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-12"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-20"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-28"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-13"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-06"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-06-26"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-07-04"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-07-12"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-07-20"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-07-28"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-08-05"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-08-13"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-08-21"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-08-29"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-09-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-27"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-13"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-14"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-22"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-07"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-27"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-13"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-14"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-22"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-07"
"Dinosaur Green and Yampa River Permits","380","250014","WY","2017-06-14"
"Dinosaur Green and Yampa River Permits","371","250014","MT","2017-05-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-08-26"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-07-05"
"Dinosaur Green and Yampa River Permits","380","250014","WY","2017-07-04"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2017-07-22"
"Dinosaur Green and Yampa River Permits","371","250014","AZ","2017-07-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-08-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2017-06-13"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-07-31"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2017-07-30"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-07-30"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2017-06-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-08-16"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-06-18"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-05-28"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-08-10"
"SALMON RIVER (4 Rivers)","376","234622","CA","2017-08-11"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-27"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-13"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-14"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-22"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-07-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-27"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-13"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-14"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-22"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-07"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-06-26"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-04"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-12"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-20"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-28"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-05"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-13"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-21"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-29"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-09-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-08-10"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-06-25"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-03"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-11"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-19"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-27"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-04"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-12"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-20"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-28"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-09-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-07"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-15"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-23"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-31"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-08"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-16"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-24"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-01"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-08-14"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-29"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-07"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-15"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-23"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-31"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-08"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-16"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-24"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-01"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-07-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-08-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2017-07-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-06-16"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-06-03"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-07-11"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2017-08-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2017-06-21"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-05-29"
"Dinosaur Green and Yampa River Permits","371","250014","MT","2017-06-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-06-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-06-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-08-13"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2017-07-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2017-06-22"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-08-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2017-07-07"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-08-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-08-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-07-04"
"SELWAY RIVER (4 Rivers)","378","234624","OR","2017-06-02"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2017-06-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-08-06"
"SALMON RIVER (4 Rivers)","376","234622","CA","2017-07-05"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-14"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-06-29"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-07-27"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2017-08-26"
"SELWAY RIVER (4 Rivers)","378","234624","UT","2017-07-26"
"SELWAY RIVER (4 Rivers)","378","234624","CA","2017-05-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","NM","2017-08-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-06-13"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-07-15"
"SELWAY RIVER (4 Rivers)","378","234624","OR","2017-06-11"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-07-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-07-02"
"Dinosaur Green and Yampa River Permits","371","250014","MT","2017-05-27"
"SELWAY RIVER (4 Rivers)","378","234624","CO","2017-05-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-08-31"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-07-26"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-07-04"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-06-11"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-09-02"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-25"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2017-08-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-08-08"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-07-07"
"SELWAY RIVER (4 Rivers)","378","234624","CA","2017-07-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-06-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-09-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2017-07-11"
"SALMON RIVER (4 Rivers)","376","234622","LA","2017-07-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","TX","2017-06-04"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2017-07-15"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-08-15"
"Dinosaur Green and Yampa River Permits","371","250014","NM","2017-06-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2017-07-31"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","TX","2017-06-10"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-09-05"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-08-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","NM","2017-06-01"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-27"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2017-09-01"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-07-07"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-06-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2017-07-07"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-08-26"
"Dinosaur Green and Yampa River Permits","371","250014","WA","2017-07-08"
"SELWAY RIVER (4 Rivers)","378","234624","MT","2017-06-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-06-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-05-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-07-11"
"SALMON RIVER (4 Rivers)","376","234622","OR","2017-08-20"
"SALMON RIVER (4 Rivers)","376","234622","WA","2017-08-27"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-06-01"
"Dinosaur Green and Yampa River Permits","371","250014","MT","2017-06-15"
"SALMON RIVER (4 Rivers)","376","234622","PA","2017-08-18"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-06-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","VT","2017-06-11"
"SALMON RIVER (4 Rivers)","376","234622","OR","2017-07-31"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-07-01"
"SALMON RIVER (4 Rivers)","376","234622","IL","2017-08-30"
"SALMON RIVER (4 Rivers)","376","234622","IL","2017-08-30"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-07-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-06-27"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-09-05"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-08-28"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-07-29"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2017-07-09"
"SALMON RIVER (4 Rivers)","376","234622","WA","2017-07-31"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","TX","2017-09-03"
"SALMON RIVER (4 Rivers)","376","234622","WA","2017-07-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-06-09"
"SALMON RIVER (4 Rivers)","376","234622","MT","2017-08-11"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-06-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-05-29"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-08-29"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-06-11"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-18"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-22"
"SALMON RIVER (4 Rivers)","376","234622","WY","2017-08-27"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","DC","2017-08-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-07"
"SELWAY RIVER (4 Rivers)","378","234624","MT","2017-05-19"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2017-08-25"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-07-04"
"SALMON RIVER (4 Rivers)","376","234622","MT","2017-07-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2017-08-08"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-08-05"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2017-08-04"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-08-11"
"SALMON RIVER (4 Rivers)","376","234622","AZ","2017-07-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2017-08-26"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-07-31"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-06-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-05-15"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","FL","2017-07-30"
"Dinosaur Green and Yampa River Permits","380","250014","CA","2017-05-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-08-05"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-06-29"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-08-21"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","MT","2017-08-20"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","BC","2017-07-03"
"SELWAY RIVER (4 Rivers)","378","234624","CO","2017-06-29"
"SALMON RIVER (4 Rivers)","376","234622","MO","2017-09-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-09-02"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-07-10"
"SALMON RIVER (4 Rivers)","376","234622","OR","2017-09-09"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-31"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-08-02"
"SALMON RIVER (4 Rivers)","376","234622","OR","2017-07-28"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-07-21"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-08-23"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2017-08-27"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-05-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","OR","2017-08-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2017-09-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CA","2017-07-10"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-06-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-07-26"
"Dinosaur Green and Yampa River Permits","371","250014","CA","2017-06-15"
"SALMON RIVER (4 Rivers)","376","234622","MA","2017-06-20"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-08-20"
"SELWAY RIVER (4 Rivers)","378","234624","MT","2017-06-01"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","NM","2017-09-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-07-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-05-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-09-20"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-09-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-07-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-06-20"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-07-19"
"SALMON RIVER (4 Rivers)","376","234622","MT","2017-09-12"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-07-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-06-14"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-07-14"
"SALMON RIVER (4 Rivers)","376","234622","OR","2017-08-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","AK","2017-08-18"
"SALMON RIVER (4 Rivers)","376","234622","SC","2017-08-10"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WV","2017-08-05"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-08-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-07-31"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-05-28"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-07-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CO","2017-07-02"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-06-29"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-08-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-08-31"
"SALMON RIVER (4 Rivers)","376","234622","KS","2017-09-06"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-06-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-08-16"
"Dinosaur Green and Yampa River Permits","371","250014","DC","2017-05-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","CA","2017-07-26"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2017-08-14"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-05-19"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-07-28"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-28"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-14"
"Dinosaur Green and Yampa River Permits","380","250014","CA","2017-07-25"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-07-09"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WY","2017-07-07"
"SALMON RIVER (4 Rivers)","376","234622","MT","2017-08-22"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","WA","2017-07-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-08-17"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-05-10"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2017-06-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-06-03"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-09-29"
"Dinosaur Green and Yampa River Permits","371","250014","UT","2017-05-20"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-06-08"
"Dinosaur Green and Yampa River Permits","371","250014","UT","2017-06-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-05-30"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-06"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-06-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","UT","2017-08-21"
"Dinosaur Green and Yampa River Permits","371","250014","CO","2017-05-14"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-08-02"
"SELWAY RIVER (4 Rivers)","378","234624","ID","2017-05-29"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-07-16"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","UT","2017-05-26"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WY","2017-07-14"
"SALMON RIVER (4 Rivers)","376","234622","CO","2017-08-04"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-08-11"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-08-03"
"SALMON RIVER (4 Rivers)","376","234622","ID","2017-07-02"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-07-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-07-11"
"SALMON RIVER (4 Rivers)","376","234622","MT","2017-08-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-08-22"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-08-07"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-07-30"
"SALMON RIVER (4 Rivers)","376","234622","CA","2017-07-03"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-08-06"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","WA","2017-06-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-07-01"
"Dinosaur Green and Yampa River Permits","380","250014","CA","2017-07-03"
"Dinosaur Green and Yampa River Permits","380","250014","UT","2017-05-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","ID","2017-08-28"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-28"
"Dinosaur Green and Yampa River Permits","371","250014","NM","2017-05-29"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MT","2017-06-24"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-08-19"
"HELLS CANYON - SNAKE RIVER (4 Rivers)","379","234625","ID","2017-07-09"
"Dinosaur Green and Yampa River Permits","380","250014","CO","2017-07-23"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","OR","2017-06-11"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","MN","2017-08-14"
"SALMON RIVER (4 Rivers)","376","234622","UT","2017-08-26"
"Dinosaur Green and Yampa River Permits","380","250014","CA","2017-07-17"
"MIDDLE FORK OF THE SALMON (4 Rivers) ","377","234623","CO","2017-07-19"
"Dinosaur Green and Yampa River Permits","380","250014","ID","2017-06-10"
"Dinosaur Green and Yampa River Permits","371","250014","CA","2017-06-16"
"Dinosaur Green and Yampa River Permits","380","250014","WA","2017-07-24"
"Dinosaur Green and Yampa River Permits","371","250014","UT","2017-07-05"
